"","type","group","games_started","caught_stealing","stolen_bases","stolen_base_percentage","assists","put_outs","errors","chances","fielding","passed_ball","pickoffs","summary","games_played","fly_outs","ground_outs","runs","doubles","triples","home_runs","strike_outs","base_on_balls","intentional_walks","hits","hit_by_pitch","at_bats","ground_into_double_play","ground_into_triple_play","plate_appearances","total_bases","rbi","left_on_base","sac_bunts","sac_flies","catchers_interference","at_bats_per_home_run","game_type","num_teams","air_outs","avg","obp","slg","ops","number_of_pitches","babip","ground_outs_to_airouts","team_id","team_name","team_link","opponent_id","opponent_name","opponent_link","pitcher_id","pitcher_full_name","pitcher_link","pitcher_first_name","pitcher_last_name","batter_id","batter_full_name","batter_link","batter_first_name","batter_last_name","play_index","play_play_id","play_pitch_number","play_start_time","play_end_time","play_is_pitch","play_type","play_details_description","play_details_code","play_details_ball_color","play_details_trail_color","play_details_is_in_play","play_details_is_strike","play_details_is_ball","play_details_away_score","play_details_home_score","play_details_is_out","play_details_has_review","play_details_call_code","play_details_call_description","play_details_type_code","play_details_type_description","play_count_balls","play_count_strikes","play_count_outs","play_count_inning","play_pitch_data_start_speed","play_pitch_data_end_speed","play_pitch_data_strike_zone_top","play_pitch_data_strike_zone_bottom","play_pitch_data_zone","play_pitch_data_type_confidence","play_pitch_data_plate_time","play_pitch_data_extension","play_pitch_data_coordinates_a_y","play_pitch_data_coordinates_a_z","play_pitch_data_coordinates_pfx_x","play_pitch_data_coordinates_pfx_z","play_pitch_data_coordinates_p_x","play_pitch_data_coordinates_p_z","play_pitch_data_coordinates_v_x0","play_pitch_data_coordinates_v_y0","play_pitch_data_coordinates_v_z0","play_pitch_data_coordinates_x","play_pitch_data_coordinates_y","play_pitch_data_coordinates_x0","play_pitch_data_coordinates_y0","play_pitch_data_coordinates_z0","play_pitch_data_coordinates_a_x","play_pitch_data_breaks_break_angle","play_pitch_data_breaks_break_length","play_pitch_data_breaks_break_y","play_pitch_data_breaks_spin_rate","play_pitch_data_breaks_spin_direction","play_hit_data_launch_speed","play_hit_data_launch_angle","play_hit_data_total_distance","play_hit_data_trajectory","play_hit_data_hardness","play_hit_data_location","play_hit_data_coordinates_coord_x","play_hit_data_coordinates_coord_y","total_splits","type_display_name","group_display_name","player_id","game_pk"
"1","gameLog","fielding",1,0,0,".---",3,0,0,3,".000",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664761,661500
"2","gameLog","pitching",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664761,661500
"3","gameLog","hitting",NA,0,0,".---",NA,NA,NA,NA,NA,NA,0,"1-4 | 2 K",1,0,0,0,0,0,0,2,0,0,1,0,4,0,0,4,1,0,0,0,0,0,"-.--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664761,661500
"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0,0,"-.--","R",1,1,".500",".500",".500","1.000",4,".500","0.00",143,"Philadelphia Phillies","/api/v1/teams/143",121,"New York Mets","/api/v1/teams/121",502085,"David Robertson","/api/v1/people/502085","David","Robertson",664761,"Alec Bohm","/api/v1/people/664761","Alec","Bohm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"vsPlayer5Y","hitting",664761,661500
"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"b00bbae1-63a4-4587-bd83-e4e6e06f16c1",3,"2022-08-03T16:25:29.731Z","2022-08-03T16:25:34.819Z",TRUE,"pitch","In play, out(s)","X","rgba(26, 86, 190, 1.0)","rgba(0, 34, 255, 1.0)",TRUE,FALSE,FALSE,0,0,TRUE,FALSE,"X","In play, out(s)","CU","Curveball",1,1,3,1,81.2,74.1,3.46,1.61,6,0.9,0.4669,6.2382,25.825,-41.8577,8.7113,-6.9713,0.7814,2.2077,4.8918,-118.0365,1.1479,87.22,179.17,-2.461,50.005,5.618,12.0953,16.8,13.2,24,3168,52,78.5,27,268,"line_drive","medium","9",124.35,187.83,NA,"playLog","hitting",664761,661500
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"316ea3d7-a95b-46f5-95ac-35d671bee88d",3,"2022-08-03T17:14:38.979Z","2022-08-03T17:14:43.059Z",TRUE,"pitch","Swinging Strike","S","rgba(170, 21, 11, 1.0)","rgba(0, 34, 255, 1.0)",FALSE,TRUE,FALSE,0,0,TRUE,FALSE,"S","Swinging Strike","CU","Curveball",0,3,1,4,80.6,74.3,3.46,1.61,14,0.9,0.4683,6.1825,23.4727,-37.9963,8.063,-4.2043,1.3326,1.5369,6.3275,-117.2421,-0.8883,66.21,197.28,-2.4551,50.0045,5.4864,11.1556,18,12,24,3150,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,"playLog","hitting",664761,661500
"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"21fc7df6-ec7b-485b-a37d-2b6a2b2d4496",4,"2022-08-03T17:49:31.517Z","2022-08-03T17:49:34.913Z",TRUE,"pitch","Swinging Strike (Blocked)","W","rgba(170, 21, 11, 1.0)","rgba(0, 34, 255, 1.0)",FALSE,TRUE,FALSE,0,1,TRUE,FALSE,"W","Swinging Strike (Blocked)","CU","Curveball",1,3,1,6,81.5,74.7,3.46,1.61,14,0.9,0.4654,6.3022,26.1635,-41.5892,7.0256,-6.7402,1.7327,0.8196,7.8097,-118.4563,-1.4844,50.95,216.65,-2.5405,50.0022,5.3149,9.8148,14.4,13.2,24,3189,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,"playLog","hitting",664761,661500
"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"144833d4-4f2c-43e1-9c7a-68b45b173665",1,"2022-08-03T18:26:07.024Z","2022-08-03T18:26:19.420Z",TRUE,"pitch","In play, no out","D","rgba(26, 86, 190, 1.0)","rgba(0, 34, 255, 1.0)",TRUE,FALSE,FALSE,0,1,FALSE,FALSE,"D","In play, no out","CU","Curveball",0,0,1,8,74.6,69,3.46,1.61,9,2,0.505,6.6756,19.7935,-39.0689,6.8233,-5.7916,0.3543,1.7169,2.3699,-108.6459,0.0277,103.49,192.42,-1.6384,50.0027,5.965,8.1221,12,13.2,24,2864,33,79.7,26,269,"line_drive","medium","7",59.36,113.8,NA,"playLog","hitting",664761,661500
