"","type","group","games_started","caught_stealing","stolen_bases","stolen_base_percentage","assists","put_outs","errors","chances","fielding","passed_ball","pickoffs","summary","games_played","fly_outs","ground_outs","runs","doubles","triples","home_runs","strike_outs","base_on_balls","intentional_walks","hits","hit_by_pitch","at_bats","ground_into_double_play","ground_into_triple_play","plate_appearances","total_bases","rbi","left_on_base","sac_bunts","sac_flies","catchers_interference","at_bats_per_home_run","play_index","play_play_id","play_pitch_number","play_start_time","play_end_time","play_is_pitch","play_type","play_details_description","play_details_code","play_details_ball_color","play_details_trail_color","play_details_is_in_play","play_details_is_strike","play_details_is_ball","play_details_away_score","play_details_home_score","play_details_is_out","play_details_has_review","play_details_call_code","play_details_call_description","play_details_type_code","play_details_type_description","play_count_balls","play_count_strikes","play_count_outs","play_count_inning","play_pitch_data_start_speed","play_pitch_data_end_speed","play_pitch_data_strike_zone_top","play_pitch_data_strike_zone_bottom","play_pitch_data_zone","play_pitch_data_type_confidence","play_pitch_data_plate_time","play_pitch_data_extension","play_pitch_data_coordinates_a_y","play_pitch_data_coordinates_a_z","play_pitch_data_coordinates_pfx_x","play_pitch_data_coordinates_pfx_z","play_pitch_data_coordinates_p_x","play_pitch_data_coordinates_p_z","play_pitch_data_coordinates_v_x0","play_pitch_data_coordinates_v_y0","play_pitch_data_coordinates_v_z0","play_pitch_data_coordinates_x","play_pitch_data_coordinates_y","play_pitch_data_coordinates_x0","play_pitch_data_coordinates_y0","play_pitch_data_coordinates_z0","play_pitch_data_coordinates_a_x","play_pitch_data_breaks_break_angle","play_pitch_data_breaks_break_length","play_pitch_data_breaks_break_y","play_pitch_data_breaks_spin_rate","play_pitch_data_breaks_spin_direction","play_hit_data_launch_speed","play_hit_data_launch_angle","play_hit_data_total_distance","play_hit_data_trajectory","play_hit_data_hardness","play_hit_data_location","play_hit_data_coordinates_coord_x","play_hit_data_coordinates_coord_y","total_splits","type_display_name","group_display_name","player_id","game_pk"
"1","gameLog","fielding",1,0,0,".---",0,3,0,3,".000",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657434,634057
"2","gameLog","pitching",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657434,634057
"3","gameLog","hitting",NA,0,0,".---",NA,NA,NA,NA,NA,NA,0,"0-3 | BB, R",1,2,0,1,0,0,0,0,1,0,0,0,3,0,0,4,0,0,2,0,0,0,"-.--",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657434,634057
"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"0bfd58ce-a446-42d3-bc7f-5f4021869e40",3,"2021-05-18T02:32:26.841Z","2021-05-18T02:32:38.179Z",TRUE,"pitch","In play, out(s)","X","rgba(26, 86, 190, 1.0)","rgba(188, 0, 33, 1.0)",TRUE,FALSE,FALSE,0,2,TRUE,FALSE,"X","In play, out(s)","FF","Four-Seam Fastball",1,1,2,1,94.5,85.6,3.467,1.589,2,0.9,0.4002,6.5026,32.667,-18.0417,-9.7334,7.4631,0.2427,2.9313,8.6992,-137.2798,-3.561,107.75,159.64,-1.7152,50.0014,5.486,-18.4277,40.8,4.8,24,2091,221,78.2,26,278,"line_drive","medium","8",143.29,89.62,NA,"playLog","hitting",657434,634057
"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"249c6110-4a18-43ab-a749-c4023a861b93",6,"2021-05-18T03:25:10.706Z","2021-05-18T03:25:13.871Z",TRUE,"pitch","Ball","B","rgba(39, 161, 39, 1.0)","rgba(0, 0, 254, 1.0)",FALSE,FALSE,TRUE,0,3,FALSE,FALSE,"B","Ball","SL","Slider",4,2,0,4,86.3,79.3,3.5028,1.5707,11,2,0.4356,6.0308,25.3144,-28.6832,1.1941,2.1792,-0.9262,2.7136,2.027,-125.7147,-1.7833,152.3,165.51,-1.8979,50.0038,5.7589,1.9121,4.8,7.2,24,2501,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,"playLog","hitting",657434,634057
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"e44fe58c-611b-439c-9c08-61024800a965",1,"2021-05-18T03:55:51.648Z","2021-05-18T03:56:01.299Z",TRUE,"pitch","In play, out(s)","X","rgba(26, 86, 190, 1.0)","rgba(188, 0, 33, 1.0)",TRUE,FALSE,FALSE,0,5,TRUE,FALSE,"X","In play, out(s)","FF","Four-Seam Fastball",0,0,3,5,95.4,86.6,3.467,1.589,5,0.9,0.396,6.5389,32.9043,-19.2172,-8.887,6.6948,0.2445,2.8525,8.8311,-138.6678,-3.3857,107.68,161.76,-1.8369,50.0011,5.3818,-17.193,37.2,4.8,24,2113,224,79.5,34,288,"fly_ball","medium","9",157.48,88.58,NA,"playLog","hitting",657434,634057
"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"2bc21131-864f-4592-a6e1-b223ce7389dd",4,"2021-05-18T04:41:08.362Z","2021-05-18T04:41:16.041Z",TRUE,"pitch","In play, out(s)","X","rgba(26, 86, 190, 1.0)","rgba(188, 0, 33, 1.0)",TRUE,FALSE,FALSE,0,7,TRUE,FALSE,"X","In play, out(s)","FF","Four-Seam Fastball",1,2,2,7,95.2,86.8,3.467,1.589,8,2,0.3965,6.2842,31.5378,-12.131,-5.7065,10.3746,0.0771,1.901,6.8046,-138.2859,-8.0101,114.06,187.45,-1.677,50.0063,5.6539,-11.0282,34.8,3.6,24,2050,219,74.6,35,244,"fly_ball","medium","7",77.24,114.89,NA,"playLog","hitting",657434,634057
